"SAMPLE_ID","NOMINAL_TAXON","LAT","LON","MORPHOLOGICAL_TAXON","OPERATIONAL_TAXON","INCIPIENT_TAXON","THRESHOLD_TAXON","CYTB","SQCL","ddRAD","ddRAD_SRA","sqcl_SRA","CYTB_genbank"
"WAMR_108738_Le_orie","Lerista_orientalis",-18.6666,128.5833,"Lerista_orientalis","Lerista_orientalis","Lerista_orientalis_V2","Lerista_sp129",TRUE,FALSE,TRUE,"SRS3431620",NA,"PQ523044"
"WAMR_108739_Le_orie","Lerista_orientalis",-18.6666,128.5833,"Lerista_orientalis","Lerista_orientalis","Lerista_orientalis_V2","Lerista_sp129",TRUE,TRUE,TRUE,"SRS3431619","SRR31065759","PQ523045"
"WAMR_112779_Ct_orie","Ctenotus_orientalis",-32.073,124.002778,"Ctenotus_uber","Ctenotus_orientalis",NA,"Ctenotus_sp71",TRUE,FALSE,FALSE,NA,NA,"GQ241617.1"
"WAMR_112780_Ct_orie","Ctenotus_orientalis",-32.073,124.002778,"Ctenotus_uber","Ctenotus_orientalis","Ctenotus_orientalis_V1","Ctenotus_sp71",TRUE,TRUE,TRUE,"SRS2115356","SRR31065708","KJ505518.1"
"AMR_114007_No_orna","Notoscincus_ornatus",-17.05,144.516,"Notoscincus_ornatus","Notoscincus_ornatus_1","Notoscincus_ornatus_1","Notoscincus_sp198",TRUE,FALSE,TRUE,"SRR31035050",NA,"PQ523046"
"AMR_114008_No_orna","Notoscincus_ornatus",-17.05,144.516,"Notoscincus_ornatus","Notoscincus_ornatus_1","Notoscincus_ornatus_1","Notoscincus_sp198",FALSE,FALSE,TRUE,"SRR31035049",NA,NA
"NA_ABTC60734_No_orna","Notoscincus_ornatus",-21.03,130.1,"Notoscincus_ornatus","Notoscincus_ornatus_2","Notoscincus_ornatus_2_V1","Notoscincus_sp197",TRUE,FALSE,TRUE,"SRS3431714",NA,"PQ523047"
"NTMR_14915_No_orna","Notoscincus_ornatus",-20.867,130.267,"Notoscincus_ornatus","Notoscincus_ornatus_2","Notoscincus_ornatus_2_V2","Notoscincus_sp197",TRUE,FALSE,TRUE,"SRS3431715",NA,"PQ523048"
"SAMAR_49919_No_orna","Notoscincus_ornatus",-26.261,136.3975,"Notoscincus_ornatus","Notoscincus_ornatus_2","Notoscincus_ornatus_2_V2","Notoscincus_sp197",FALSE,FALSE,TRUE,"SRS3431599",NA,NA
"SAMR_35986_No_orna","Notoscincus_ornatus",-26.317,136.45,"Notoscincus_ornatus","Notoscincus_ornatus_2","Notoscincus_ornatus_2_V1","Notoscincus_sp197",TRUE,FALSE,TRUE,"SRS3431713",NA,"PQ523049"
"SAMR_36229_No_orna","Notoscincus_ornatus",-25.233,131.0167,"Notoscincus_ornatus","Notoscincus_ornatus_2","Notoscincus_ornatus_2_V1","Notoscincus_sp197",FALSE,FALSE,TRUE,"SRS3431723",NA,NA
"SAMR_49912_No_orna","Notoscincus_ornatus",-26.321,136.5203,"Notoscincus_ornatus","Notoscincus_ornatus_2","Notoscincus_ornatus_2_V1","Notoscincus_sp197",FALSE,FALSE,TRUE,"SRS3431721",NA,NA
"UMMZ_242683_No_orna","Notoscincus_ornatus",-19.2393,127.82636,"Notoscincus_ornatus","Notoscincus_ornatus_2","Notoscincus_ornatus_2_V3","Notoscincus_sp197",TRUE,TRUE,TRUE,"SRS3431600","SRS16400223","PQ523050"
"UMMZ_242684_No_orna","Notoscincus_ornatus",-19.2393,127.82636,"Notoscincus_ornatus","Notoscincus_ornatus_3","Notoscincus_ornatus_3","Notoscincus_sp199",TRUE,FALSE,TRUE,"SRR31035048",NA,"PQ523051"
"NA_ABTC67708_No_orna","Notoscincus_ornatus",-13.79,133.09,"Notoscincus_ornatus","Notoscincus_ornatus_4","Notoscincus_wotjulum_V1","Notoscincus_sp196",TRUE,FALSE,TRUE,"SRS3431603",NA,"PQ523052"
"NTMR_18659_No_orna","Notoscincus_ornatus",-15.334,130.1025,"Notoscincus_ornatus","Notoscincus_ornatus_4","Notoscincus_wotjulum_V2","Notoscincus_sp196",FALSE,FALSE,TRUE,"SRS3431604",NA,NA
"NTMR_21725_No_orna","Notoscincus_ornatus",-13.241,130.754,"Notoscincus_ornatus","Notoscincus_ornatus_4","Notoscincus_wotjulum_V3","Notoscincus_sp196",TRUE,FALSE,TRUE,"SRS3431605",NA,"PQ523053"
"NTMR_22390_No_orna","Notoscincus_ornatus",-15.835,129.1086,"Notoscincus_ornatus","Notoscincus_ornatus_4","Notoscincus_wotjulum_V2","Notoscincus_sp196",FALSE,FALSE,TRUE,"SRS3431607",NA,NA
"NTMR_22523_No_orna","Notoscincus_ornatus",-14.88,126.1719,"Notoscincus_ornatus","Notoscincus_ornatus_4","Notoscincus_ornatus_4","Notoscincus_sp196",FALSE,FALSE,TRUE,"SRR31035047",NA,NA
"CUMV_14495_Ct_pant","Ctenotus_pantherinus",-26.226,121.5575,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115791",NA,"HQ332316"
"CUMV_14496_Ct_pant","Ctenotus_pantherinus",-26.226,121.5575,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115788",NA,"ON035994"
"CUMV_14497_Ct_pant","Ctenotus_pantherinus",-26.226,121.5575,"Ctenotus_pantherinus","Ctenotus_pantherinus",NA,"Ctenotus_sp92",FALSE,TRUE,FALSE,NA,"SRR31065772",NA
"CUMV_1450314572_Ct_pant","Ctenotus_pantherinus",-26.226,121.5575,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115789",NA,"HQ332320"
"CUMV_14509_Ct_pant","Ctenotus_pantherinus",-28.133,123.8667,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,TRUE,TRUE,"SRS2115787","SRR31065797","KJ506033"
"CUMV_14510_Ct_pant","Ctenotus_pantherinus",-28.133,123.8667,"Ctenotus_pantherinus","Ctenotus_pantherinus",NA,"Ctenotus_sp92",TRUE,FALSE,FALSE,NA,NA,"KJ506034"
"CUMV_14515_Ct_pant","Ctenotus_pantherinus",-28.133,123.8667,"Ctenotus_pantherinus","Ctenotus_pantherinus",NA,"Ctenotus_sp92",TRUE,FALSE,FALSE,NA,NA,"KJ506035"
"CUMV_14516_Ct_pant","Ctenotus_pantherinus",-28.133,123.8667,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115786",NA,"ON035995"
"CUMV_14517_Ct_pant","Ctenotus_pantherinus",-28.133,123.8667,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115785",NA,"ON035996"
"CUMV_14518_Ct_pant","Ctenotus_pantherinus",-28.133,123.8667,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115784",NA,"ON035997"
"CUMV_14523_Ct_pant","Ctenotus_pantherinus",-28.133,123.8667,"Ctenotus_pantherinus","Ctenotus_nasutus","Ctenotus_nasutus","Ctenotus_sp80",TRUE,FALSE,FALSE,NA,NA,"PQ523054"
"CUMV_14525_Ct_pant","Ctenotus_pantherinus",-28.133,123.8667,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115783",NA,"ON035998"
"CUMV_14526_Ct_pant","Ctenotus_pantherinus",-28.133,123.8667,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115782",NA,"ON035999"
"CUMV_14527_Ct_pant","Ctenotus_pantherinus",-28.133,123.8667,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115781",NA,"KJ506032"
"CUMV_14538_Ct_pant","Ctenotus_pantherinus",-28.133,123.8667,"Ctenotus_pantherinus","Ctenotus_pantherinus",NA,"Ctenotus_sp92",TRUE,FALSE,FALSE,NA,NA,"KJ506047"
"CUMV_14545_Ct_pant","Ctenotus_pantherinus",-26.226,121.5575,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115780",NA,"ON036000"
"CUMV_14546_Ct_pant","Ctenotus_pantherinus",-26.226,121.5575,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115779",NA,"ON036001"
"CUMV_14547_Ct_pant","Ctenotus_pantherinus",-26.226,121.5575,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,TRUE,TRUE,"SRS2115778","SRS4312588","KJ506031"
"CUMV_14550_Ct_pant","Ctenotus_pantherinus",-26.226,121.5575,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115777",NA,"HQ332318"
"CUMV_14551_Ct_pant","Ctenotus_pantherinus",-26.226,121.5575,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115776",NA,"HQ332319"
"CUMV_14552_Ct_pant","Ctenotus_pantherinus",-26.226,121.5575,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115775",NA,"ON036002"
"CUMV_14558_Ct_pant","Ctenotus_pantherinus",-26.226,121.5575,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115774",NA,"HQ332315"
"CUMV_14559_Ct_pant","Ctenotus_pantherinus",-26.226,121.5575,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115773",NA,"ON036003"
"CUMV_14560_Ct_pant","Ctenotus_pantherinus",-26.226,121.5575,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115772",NA,"HQ332317"
"CUMV_14561_Ct_pant","Ctenotus_pantherinus",-26.226,121.5575,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115771",NA,"PQ523055"
"CUMV_14563_Ct_pant","Ctenotus_pantherinus",-26.226,121.5575,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115769",NA,"ON036004"
"CUMV_14565_Ct_pant","Ctenotus_pantherinus",-26.226,121.5575,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115770",NA,"ON036005"
"CUMV_14566_Ct_pant","Ctenotus_pantherinus",-26.226,121.5575,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115768",NA,"ON036006"
"CUMV_14567_Ct_pant","Ctenotus_pantherinus",-26.226,121.5575,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115767",NA,"ON036007"
"CUMV_14568_Ct_pant","Ctenotus_pantherinus",-26.226,121.5575,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115766",NA,"ON036008"
"CUMV_14569_Ct_pant","Ctenotus_pantherinus",-26.226,121.5575,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115765",NA,"ON036009"
"CUMV_14570_Ct_pant","Ctenotus_pantherinus",-26.226,121.5575,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115764",NA,"ON036010"
"CUMV_1457314504_Ct_pant","Ctenotus_pantherinus",-26.226,121.5575,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115763",NA,"ON036011"
"CUMV_1457414505_Ct_pant","Ctenotus_pantherinus",-26.226,121.5575,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115762",NA,"ON036012"
"CUMV_1457514506_Ct_pant","Ctenotus_pantherinus",-26.226,121.5575,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,TRUE,TRUE,"SRS2115761","SRR31065798","ON036013"
"CUMV_14576_Ct_pant","Ctenotus_pantherinus",-27.586,119.5208,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V1","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115760",NA,"KJ506036"
"CUMV_14578_Ct_pant","Ctenotus_pantherinus",-27.586,119.5208,"Ctenotus_pantherinus","Ctenotus_pantherinus",NA,"Ctenotus_sp92",TRUE,FALSE,FALSE,NA,NA,"KJ506039"
"CUMV_14579_Ct_pant","Ctenotus_pantherinus",-27.586,119.5208,"Ctenotus_pantherinus","Ctenotus_pantherinus",NA,"Ctenotus_sp92",TRUE,FALSE,FALSE,NA,NA,"KJ506040"
"CUMV_14580_Ct_pant","Ctenotus_pantherinus",-27.586,119.5208,"Ctenotus_pantherinus","Ctenotus_pantherinus",NA,"Ctenotus_sp92",TRUE,FALSE,FALSE,NA,NA,"KJ506045"
"CUMV_14581_Ct_pant","Ctenotus_pantherinus",-27.586,119.5208,"Ctenotus_pantherinus","Ctenotus_pantherinus",NA,"Ctenotus_sp92",TRUE,FALSE,FALSE,NA,NA,"KJ506046"
"CUMV_14583_Ct_pant","Ctenotus_pantherinus",-27.586,119.5208,"Ctenotus_pantherinus","Ctenotus_pantherinus",NA,"Ctenotus_sp92",TRUE,FALSE,FALSE,NA,NA,"KJ506037"
"CUMV_14584_Ct_pant","Ctenotus_pantherinus",-27.586,119.5208,"Ctenotus_pantherinus","Ctenotus_pantherinus",NA,"Ctenotus_sp92",TRUE,FALSE,FALSE,NA,NA,"KJ506038"
"CUMV_14585_Ct_pant","Ctenotus_pantherinus",-27.586,119.5208,"Ctenotus_pantherinus","Ctenotus_pantherinus",NA,"Ctenotus_sp92",TRUE,FALSE,FALSE,NA,NA,"KJ506041"
"CUMV_14586_Ct_pant","Ctenotus_pantherinus",-27.586,119.5208,"Ctenotus_pantherinus","Ctenotus_pantherinus",NA,"Ctenotus_sp92",TRUE,FALSE,FALSE,NA,NA,"KJ506042"
"CUMV_14587_Ct_pant","Ctenotus_pantherinus",-27.586,119.5208,"Ctenotus_pantherinus","Ctenotus_pantherinus",NA,"Ctenotus_sp92",TRUE,FALSE,FALSE,NA,NA,"KJ506044"
"NA_CCM1889_Ct_pant","Ctenotus_pantherinus",-23.57577,134.40547,"Ctenotus_pantherinus","Ctenotus_pantherinus",NA,"Ctenotus_sp92",TRUE,FALSE,FALSE,NA,NA,"ON036014"
"NA_CCM2756_Ct_pant","Ctenotus_pantherinus",-20.0486,136.67242,"Ctenotus_pantherinus","Ctenotus_pantherinus",NA,"Ctenotus_sp92",TRUE,FALSE,FALSE,NA,NA,"ON036015"
"NA_CCM2867_Ct_pant","Ctenotus_pantherinus",-17.55644,126.17122,"Ctenotus_pantherinus","Ctenotus_pantherinus",NA,"Ctenotus_sp92",TRUE,FALSE,FALSE,NA,NA,"ON036016"
"NA_DLR0038_Ct_pant","Ctenotus_pantherinus",-26.226,121.5575,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115679",NA,"ON036017"
"NA_DLR0053_Ct_pant","Ctenotus_pantherinus",-26.226,121.5575,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115680",NA,"ON036018"
"NA_DLR0176_Ct_pant","Ctenotus_pantherinus",-26.226,121.5575,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115678",NA,"ON036019"
"NA_DLR0412_Ct_pant","Ctenotus_pantherinus",-27.586,119.5208,"Ctenotus_pantherinus","Ctenotus_pantherinus",NA,"Ctenotus_sp92",TRUE,FALSE,FALSE,NA,NA,"KJ506043"
"NA_PANTSP044_Ct_pant","Ctenotus_pantherinus",NA,NA,"Ctenotus_pantherinus","Ctenotus_pantherinus",NA,"Ctenotus_sp92",TRUE,FALSE,FALSE,NA,NA,"PQ523056"
"NA_PMO179_Ct_pant","Ctenotus_pantherinus",-17.701166,125.14022,"Ctenotus_pantherinus","Ctenotus_pantherinus",NA,"Ctenotus_sp92",TRUE,FALSE,FALSE,NA,NA,"ON036020"
"NTMR_22631_Ct_pant","Ctenotus_pantherinus",-14.804,134.943056,"Ctenotus_pantherinus","Ctenotus_pantherinus",NA,"Ctenotus_sp92",TRUE,FALSE,FALSE,NA,NA,"KJ505523"
"NTMR_23763_Ct_pant","Ctenotus_pantherinus",-16.823,130.42,"Ctenotus_pantherinus","Ctenotus_pantherinus",NA,"Ctenotus_sp92",TRUE,FALSE,FALSE,NA,NA,"KJ505524"
"QM_62378_Ct_pant","Ctenotus_pantherinus",-23.833,138.083333,"Ctenotus_pantherinus","Ctenotus_pantherinus",NA,"Ctenotus_sp92",TRUE,FALSE,FALSE,NA,NA,"KJ505526"
"SAMR_35901_Ct_pant","Ctenotus_pantherinus",-26.283,136.083333,"Ctenotus_pantherinus","Ctenotus_pantherinus",NA,"Ctenotus_sp92",TRUE,FALSE,FALSE,NA,NA,"KJ505519"
"SAMR_36096_Ct_pant","Ctenotus_pantherinus",-25.233,131.016667,"Ctenotus_pantherinus","Ctenotus_pantherinus",NA,"Ctenotus_sp92",TRUE,FALSE,FALSE,NA,NA,"KJ505525"
"SAMR_38802_Ct_pant","Ctenotus_pantherinus",-21.533,133.883333,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115496",NA,"KJ505521"
"SAMR_42153_Ct_pant","Ctenotus_pantherinus",-25.686,140.616389,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115494",NA,"KJ505527"
"SAMR_42683_Ct_pant","Ctenotus_pantherinus",-21.683,139.5,"Ctenotus_pantherinus","Ctenotus_pantherinus",NA,"Ctenotus_sp92",TRUE,FALSE,FALSE,NA,NA,"KJ505520"
"SAMR_44378_Ct_pant","Ctenotus_pantherinus",-26.297,130.151667,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115486",NA,"ON036021"
"SAMR_44860_Ct_pant","Ctenotus_pantherinus",-26.286,131.805556,"Ctenotus_pantherinus","Ctenotus_pantherinus",NA,"Ctenotus_sp92",TRUE,FALSE,FALSE,NA,NA,"KJ505528"
"SAMR_45528_Ct_pant","Ctenotus_pantherinus",-31.624,133.451389,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",FALSE,FALSE,TRUE,"SRS2115476",NA,NA
"SAMR_45968_Ct_pant","Ctenotus_pantherinus",-26.405,129.129722,"Ctenotus_pantherinus","Ctenotus_pantherinus",NA,"Ctenotus_sp92",TRUE,FALSE,FALSE,NA,NA,"KJ505529"
"SAMR_49197_Ct_pant","Ctenotus_pantherinus",-30.185,139.598889,"Ctenotus_pantherinus","Ctenotus_pantherinus",NA,"Ctenotus_sp92",TRUE,FALSE,FALSE,NA,NA,"KJ505522"
"SAMR_54016_Ct_pant","Ctenotus_pantherinus",-19.711,135.827778,"Ctenotus_pantherinus","Ctenotus_pantherinus",NA,"Ctenotus_sp92",TRUE,FALSE,FALSE,NA,NA,"KJ505530"
"SAMR_54432_Ct_pant","Ctenotus_pantherinus",-19.395,140.236667,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V1","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115443",NA,"KJ505531"
"SAMR_55674_Ct_pant","Ctenotus_pantherinus",-21.346,145.05,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V1","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115435",NA,"KJ505532"
"SAMR_58938_Ct_pant","Ctenotus_pantherinus",-29.061,130.293889,"Ctenotus_pantherinus","Ctenotus_pantherinus",NA,"Ctenotus_sp92",TRUE,FALSE,FALSE,NA,NA,"KJ505533"
"SAMR_62087_Ct_pant","Ctenotus_pantherinus",-24.5594,128.7097,"Ctenotus_pantherinus","Ctenotus_pantherinus",NA,"Ctenotus_sp92",TRUE,FALSE,FALSE,NA,NA,"KJ505970"
"SAMR_62101_Ct_pant","Ctenotus_pantherinus",-25.9353,128.4378,"Ctenotus_pantherinus","Ctenotus_pantherinus",NA,"Ctenotus_sp92",TRUE,FALSE,FALSE,NA,NA,"KJ505974"
"SAMR_62102_Ct_pant","Ctenotus_pantherinus",-25.9353,128.4378,"Ctenotus_pantherinus","Ctenotus_pantherinus",NA,"Ctenotus_sp92",TRUE,FALSE,FALSE,NA,NA,"KJ505975"
"SAMR_62103_Ct_pant","Ctenotus_pantherinus",-25.9353,128.4378,"Ctenotus_pantherinus","Ctenotus_pantherinus",NA,"Ctenotus_sp92",TRUE,FALSE,FALSE,NA,NA,"KJ505976"
"SAMR_62185_Ct_pant","Ctenotus_pantherinus",-24.8006,128.7972,"Ctenotus_pantherinus","Ctenotus_pantherinus",NA,"Ctenotus_sp92",TRUE,FALSE,FALSE,NA,NA,"KJ505966"
"UMMZ_242633_Ct_pant","Ctenotus_pantherinus",-18.11428,123.55069,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115391",NA,"ON036022"
"UMMZ_242634_Ct_pant","Ctenotus_pantherinus",-18.11428,123.55069,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115392",NA,"ON036023"
"UMMZ_242638_Ct_pant","Ctenotus_pantherinus",-19.2393,127.82636,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115390",NA,"ON036024"
"UMMZ_242639_Ct_pant","Ctenotus_pantherinus",-19.2393,127.82636,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115389",NA,"ON036025"
"UMMZ_242642_Ct_pant","Ctenotus_pantherinus",-26.4743,114.25961,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V1","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115388",NA,"ON036026"
"UMMZ_242643_Ct_pant","Ctenotus_pantherinus",-26.4725,114.25648,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V1","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115387",NA,"ON036027"
"WAMR_108704_Ct_pant","Ctenotus_pantherinus",-18.9,128.8,"Ctenotus_pantherinus","Ctenotus_pantherinus",NA,"Ctenotus_sp92",TRUE,FALSE,FALSE,NA,NA,"KJ505535"
"WAMR_112518_Ct_pant","Ctenotus_pantherinus",-29.287,117.626389,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V1","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115357",NA,"KJ505536"
"WAMR_112723_Ct_pant","Ctenotus_pantherinus",-21.741,115.112778,"Ctenotus_pantherinus","Ctenotus_pantherinus",NA,"Ctenotus_sp92",TRUE,FALSE,FALSE,NA,NA,"KJ505537"
"WAMR_119962_Ct_pant","Ctenotus_pantherinus",-21.667,121.583333,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,TRUE,TRUE,"SRS2115344","SRS2115344","KJ505538"
"WAMR_125012_Ct_pant","Ctenotus_pantherinus",-22.732,119.028611,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V1","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115343",NA,"KJ505539"
"WAMR_127769_Ct_pant","Ctenotus_pantherinus",-22.807,117.75,"Ctenotus_pantherinus","Ctenotus_pantherinus",NA,"Ctenotus_sp92",TRUE,FALSE,FALSE,NA,NA,"KJ505540"
"WAMR_129335_Ct_pant","Ctenotus_pantherinus",-21.683,114.816667,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V1","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115336",NA,"KJ505541"
"WAMR_129624_Ct_pant","Ctenotus_pantherinus",-22.933,118.933333,"Ctenotus_pantherinus","Ctenotus_pantherinus",NA,"Ctenotus_sp92",TRUE,FALSE,FALSE,NA,NA,"KJ505542"
"WAMR_129863_Ct_pant","Ctenotus_pantherinus",-28.533,115.616667,"Ctenotus_pantherinus","Ctenotus_pantherinus",NA,"Ctenotus_sp92",TRUE,FALSE,FALSE,NA,NA,"KJ505543"
"WAMR_129885_Ct_pant","Ctenotus_pantherinus",-24.909,126.531944,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115335",NA,"KJ505544"
"WAMR_131057_Ct_pant","Ctenotus_pantherinus",-22.817,127.75,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V2","Ctenotus_sp92",TRUE,FALSE,TRUE,"SRS2115330",NA,"KJ505545"
"WAMR_132520_Ct_pant","Ctenotus_pantherinus",-20.677,116.752222,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V1","Ctenotus_sp92",TRUE,TRUE,TRUE,"SRS2115328","SRR31065713","KJ505546"
"WAMR_134166_Ct_pant","Ctenotus_pantherinus",-31.413,117.754444,"Ctenotus_pantherinus","Ctenotus_pantherinus","Ctenotus_pantherinus_V1","Ctenotus_sp92",TRUE,TRUE,TRUE,"SRS2115327","SRR31065834","KJ505547"
"WAMR_137414_Ct_pant","Ctenotus_pantherinus",-17.367,128.333333,"Ctenotus_pantherinus","Ctenotus_pantherinus",NA,"Ctenotus_sp92",TRUE,FALSE,FALSE,NA,NA,"KJ505549"
